regular_wages,overtime_wages,other_wages
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113417.6,0,0
113416.43,0,0
113412.9,0,0
110000.42,3391.6,20.81
111084.8,0,2328
113411.73,0,0
109732.34,0,3674
112295.69,1108.23,0
112503.68,0,900
113403.51,0,0
113402.01,0,0
113401.94,0,0
113401.16,0,0
113401.15,0,0
113401.15,0,0
113401.15,0,0
113401.15,0,0
106483.32,3642.48,3268.9
111792.9,0,1600
54808.12,50181.29,8402.93
113390.3,0,0
104559.85,8201.03,627.05
83031.21,0,30353.68
100565.92,12817.93,0
109732.39,3151.4,500
111256.64,0,2125.2
106026.8,7254.61,99.52
113380.6,0,0
81144.64,32230.88,0
113373.8,0,0
113373.76,0,0
113368.3,0,0
110598.59,0,2764.49
113214.84,0,139.84
109662.47,0,3692
109662.46,0,3692
78582.08,34003.07,765.02
113350.08,0,0
96837.4,16512.67,0
113344.48,0,0
112503.68,839.48,0
113337.6,0,0
112365.8,514.52,453.89
113325.28,0,0
112503.68,812.4,0
113302.1,0,0
113302.08,0,0
113300.36,0,0
112295.7,0,1000
112295.68,0,1000
112295.68,0,1000
112295.68,0,1000
51829.94,9663.99,51801.15
111708.8,1583.51,0
99788.45,12637.04,856.72
109110.57,2146.56,2005.93
113261.94,0,0
113260.07,0,0
113257.77,0,0
113257.76,0,0
113257.76,0,0
113257.76,0,0
113257,0,0
112503.68,0,750
101679.5,0,11573.68
106862.73,6380.96,0
109662.46,0,3574.72
109662.46,0,3574.72
112735.68,0,500
112295.68,0,937.9
89598.56,22539.95,1089.77
112225.65,0,1000
113219.2,0,0
104144.67,7892.9,1172.23
81760.4,26957.83,4491.23
98137.72,15070.66,0
113208.38,0,0
109117.83,0,4083.78
101779.2,11417.88,0
89596.01,23600.67,0
113194.88,0,0
99450.66,13727.86,0
60074.24,0,53097.95
104332.89,8836.5,0
108270.72,0,4894.08
112161.6,0,1000
101229.73,9588.6,2343.06
82046.55,26709.67,4400
77891.85,3785.39,31477.35
112878.42,0,269.22
111629.14,0,1500
113129.14,0,0
108387.41,4740.48,0
108957.91,0,4162.8
107040.38,3285.04,2789
106006.56,6302.8,800
113108.03,0,0
108088.02,5019.82,0
112295.68,810.9,0
112295.68,810.9,0
107480.96,5120.97,500
94707.41,0,18393.12
113100.08,0,0
109003.66,3596.33,500
112343.05,0,756.84
112883.12,216.64,0
112098.56,0,1000
113097.97,0,0
113092.17,0,0
109117.76,0,3974.09
112535.1,540.6,0
112503.68,568.68,0
101615.52,10456.53,1000
97106.75,594.55,15358.99
113056.62,0,0
113056.62,0,0
109690.5,394.28,2969.13
113052.18,0,0
112503.68,541.6,0
91577.6,0,21459.98
113037.29,0,0
112300.36,729.81,0
99940.32,0,13087.44
112295.68,729.81,0
112295.68,729.81,0
112295.68,729.81,0
113019.26,0,0
109603.08,0,3410
103967.66,9042.39,0
112312.96,622.84,67.53
87871.94,17660.9,7467.84
113000.03,0,0
112999.6,0,0
112995.78,0,0
101478.51,10634.79,881.06
78362.87,12662.92,21968
112478.06,514.52,0
109392,0,3597.5
87397.49,12440.25,13151.21
98327.6,14657.03,0
112980.81,0,0
112980.8,0,0
112976.11,0,0
111370.8,0,1600
62594.88,41050.98,9324.92
112969.76,0,0
82948,22682.8,7336.29
112966.18,0,0
112966.01,0,0
109949.66,0,3014.64
94977.5,13354.83,4631.44
112960.64,0,0
102610.22,10336.59,0
112295.68,648.72,0
112295.68,648.72,0
112936.96,0,0
106150.56,6784.14,0
111932.98,0,1000
101078.4,9419.76,2433
112930.9,0,0
89384.67,22643.52,900
112926.56,0,0
112926.56,0,0
112926.56,0,0
112922.88,0,0
112919.78,0,0
112295.68,621.7,0
65877.92,30668.94,16366.5
110208.96,0,2688
112300.34,594.66,0
112295.68,594.66,0
98335.58,14548.88,0
110380.8,0,2500
112878.45,0,0
111127.4,0,1750
112575.77,0,294
112869.23,0,0
112368.36,0,500
112865.51,0,0
107213.38,4445.43,1206.18
112295.69,0,567.63
112295.68,567.64,0
112295.68,567.63,0
112295.68,567.63,0
112860.48,0,0
112859.33,0,0
112202.61,656.13,0
112779.36,78.35,0
111856.17,0,1000
97734.08,15122.04,0
111856.02,0,999.96
112854.4,0,0
112305,547.36,0
109725.12,2163.12,961.5
112847.13,0,0
112845.6,0,0
112845.6,0,0
112845.6,0,0
77319.76,31495.36,4027.01
112255.57,0,584.04
112836.29,0,0
112295.68,540.6,0
90386.08,22442.75,0
112503.69,324.96,0
112503.68,324.96,0
112826.88,0,0
105599.91,3142.79,4080.55
79001.4,0,33821.77
98441.72,14005.46,370.24
103943.36,6443.52,2429.11
112814.09,0,0
112814.08,0,0
112814,0,0
103725.68,9084.94,0
105734.89,7072.53,0
112503.68,0,300
112487.91,0,313.52
112801.24,0,0
112300.34,0,500
112800,0,0
112295.77,0,500
112295.68,0,500
112295.68,0,500
95511.68,15676.5,1600
92265.82,20082.52,439.27
112787.29,0,0
94334.71,3830.58,14619.2
112295.68,486.54,0
103223.86,0,9554.2
112295.68,81.09,400
108559.08,0,4213
110565.93,0,2202.67
111767.37,0,1000
67403.52,0,45361.07
112760.96,0,0
112752.05,0,0
102338.63,5783.97,4626.87
111748.8,0,1000
100900.48,0,11846.94
112745.03,0,0
96624.6,0,16114.03
101434.89,11303,0
63697.44,46616.63,2423.66
112733.42,0,0
107044.78,3452.53,2231.71
103054.31,3992.28,5682.33
112728.16,0,0
112295.68,425.72,0
112503.68,216.64,0
111715.86,0,1000
112710.68,0,0
112295.68,413.84,0
112295.68,413.84,0
97552.2,12113.26,3043.54
92312.32,20299.87,96.25
108556.8,1236.24,2913
112187.61,513.57,0
112295.68,405.45,0
102790.17,6848.37,3058.07
105785.47,4008.98,2900.91
112690,0,0
109789.08,565.15,2331.2
109521.53,3147.82,0
92181.78,14345.73,6141
105112.76,2056.3,5494.09
92296.96,20358.26,0
96225.72,417.08,16007.77
112649.28,0,0
101746.3,10382.72,514.56
109686.19,0,2955.85
109126.89,1457.29,2050.6
91480.48,20163.61,987.1
112629.42,0,0
112177.96,0,450
106125.63,0,6500
102047.36,10578.03,0
76307.11,2850.78,33467.25
112300.34,324.36,0
106563.6,4912.38,1148.4
107040.4,3348.58,2232.55
112295.68,324.36,0
112295.68,324.36,0
112281.71,337.88,0
112616.32,0,0
86592.3,26023.33,0
97808.75,13721.24,1078.7
78582.09,33613.14,406.71
112599.88,0,0
92996.8,19602.58,0
112595.38,0,0
112595.37,0,0
112295.68,297.33,0
112295.68,297.33,0
70301.44,39795.49,2486.17
66171.74,31109.58,15300.77
109059.25,3519.51,0
106412.39,6165.53,0
110975.32,0,1600
104445.81,8124.14,0
105295.73,7274.02,0
112295.68,270.3,0
106977.92,5582.88,0
107022.57,4940.7,592.51
94452.16,15280.93,2819.14
96739.85,0,15811.98
107487.44,5063.88,0
112300.36,243.27,0
112543.03,0,0
105759.07,6781.79,0
112295.69,243.27,0
112295.69,243.27,0
112295.68,243.28,0
112295.68,243.27,0
104271.16,0,8266.88
79939.45,29228.75,3367.35
93974.4,7758.66,10800
112328.96,203.96,0
91321.64,4016.26,17193.11
74105.6,0,38420.93
107004.8,4985.55,530.48
97152.05,15141.56,225
106977.92,3476.25,2060
112513,0,0
112513,0,0
112513,0,0
112513,0,0
80555.56,23972.42,7984.88
112512,0,0
112295.68,0,216.24
112508.35,0,0
112508.35,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
112508.34,0,0
111948.34,559.31,0
105654.42,6302.8,550.06
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112503.69,0,0
112368.28,135.4,0
112070.4,433.28,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112503.68,0,0
112501.35,0,0
112501.35,0,0
101311.45,10788.25,400
112499.02,0,0
76563.24,1774.9,34159.03
112489.71,0,0
112489.7,0,0
112489.7,0,0
112487.91,0,0
112487.37,0,0
112484.97,0,0
112295.68,189.21,0
112295.68,189.21,0
112133.45,344.48,0
97247.51,8062.02,7163.38
100685.85,11782,0
112300.35,162.18,0
112462.08,0,0
109515.54,2945.5,0
97584.74,0,14870
106960.16,5484.75,0
93645.47,0,18796.94
112295.68,135.15,0
112429.76,0,0
112425.6,0,0
112425.6,0,0
91429.69,20991.69,0
112409.76,0,0
112406.92,0,0
112295.69,0,108.12
112399.04,0,0
111397.6,0,1000
112295.69,0,94.61
78582.08,33472.76,331.67
112384.81,0,0
97615.54,0,14765.26
109080.56,0,3300
88315.34,0,24063.5
112295.68,81.09,0
112295.68,81.09,0
112367.22,0,0
112367.2,0,0
58428.33,48017.06,5915.83
112357.48,0,0
108556.8,0,3800
112356.8,0,0
106170.14,2437.1,3749.17
111354,0,999.96
112103.57,0,250
112322.71,0,27.03
112295.68,54.06,0
111267.68,0,1075
78914.08,0,33427.61
112295.68,40.55,0
109620.8,0,2708
112326.72,0,0
112325.6,0,0
104388.82,7878.5,50
87229.46,6468.82,18618.27
112305.03,0,0
112305.01,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112305,0,0
112303.28,0,0
109538,420.24,2343.51
112300.37,0,0
112300.36,0,0
112300.36,0,0
112300.35,0,0
112300.35,0,0
112300.35,0,0
112300.35,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
112300.34,0,0
65330.18,33432.74,13536
112298.01,0,0
112296.96,0,0
112295.77,0,0
112295.76,0,0
112295.74,0,0
112295.74,0,0
112295.72,0,0
112295.72,0,0
112295.72,0,0
112295.72,0,0
112295.71,0,0
112295.71,0,0
112295.71,0,0
112295.71,0,0
112295.71,0,0
112295.71,0,0
112295.71,0,0
112295.71,0,0
112295.7,0,0
112295.7,0,0
112295.7,0,0
112295.7,0,0
112295.7,0,0
112295.7,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.69,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
112295.68,0,0
107559.79,4727.1,0
89660.13,8225.2,14397.71
112281.7,0,0
112281.7,0,0
59752.2,748.92,51778.46
112279.37,0,0
112277.04,0,0
112274.29,0,0
110773.76,0,1500
112273.23,0,0
111272.89,0,1000
112160.68,0,110
111270.2,0,1000
112270.08,0,0
111265.28,0,1000
101811.75,8461.52,1991.11
112264.2,0,0
112264.16,0,0
112264.16,0,0
112264.16,0,0
112264.16,0,0
53745.74,0,58515
102802.87,9454.2,0
112252.96,0,0
105748.99,0,6500
104204.24,0,8044.63
104942.08,4779.97,2526
112246.62,0,0
110120.72,0,2122
112242.06,0,0
112239.04,0,0
112235.2,0,0
110220.7,1232.04,781.88
112229.92,0,0
111276.01,940.14,0
109157.94,0,3057.47
84392.8,24873.04,2945.38
108556.8,836.16,2813
112204.8,0,0
111204.22,0,1000
92312.32,17795.01,2092.33
112196.83,0,0
109647.91,2544.71,0
112189.05,0,0
109581.68,0,2600
109095.19,1050.6,2035.11
111436.18,741.48,0
109468.81,0,2708
95395.79,2347.98,14432.15
105393.01,6781.8,0
111946.4,225.85,0
112163.6,0,0
59879.42,48684.44,3598.13
112161.6,0,0
112160.96,0,0
98594.53,9042.4,4521.2
110556.49,0,1600
111129.6,0,1000
112128.66,0,0
112124.56,0,0
112119.37,0,0
109999.27,801.68,1317.76
111817.84,0,300
112116.97,0,0
105402.77,6714.09,0
93202.23,18908.4,0
109801.84,1575.7,730.44
112103.11,0,0
98769.23,11232.93,2100
110773.78,327.6,1000
112100.86,0,0
80845.56,27726.6,3528.18
112098.59,0,0
112098.56,0,0
97580.96,12605.6,1901.44
92385.88,10762.16,8938.17
109164.8,0,2918
104144.67,0,7935.9
106247.2,5830.66,0
112075.53,0,0
105372.54,6302.82,400
112072.16,0,0
90977.61,20866.25,218.83
99885.12,0,12177.02
112052.8,0,0
101294.28,9454.2,1300
112047.19,0,0
112035.61,0,0
89384.67,22643.51,0
112018.52,0,0
96924.85,14264.61,826.85
112008.8,0,0
112008.8,0,0
112004.28,0,0
108851.67,3151.4,0
58287.91,49129.71,4583.08
111998.4,0,0
59320.76,35612.06,17061.42
111990.72,0,0
111986.86,0,0
111986.56,0,0
110380.8,0,1600
108547.8,418.08,3013
111976,0,0
111971.88,0,0
111967.16,0,0
111716.96,0,250
27019.22,0,84945.36
87745.95,24217.02,0
99326.83,9042.39,3588.25
110943.89,0,1000
108556.8,282.32,3100
111937.53,0,0
88273.34,2295.14,21365.83
111932.99,0,0
111932.96,0,0
109316.8,0,2613
97346.39,1485.39,13095.18
108556.8,783.91,2582.63
98885.8,10536.82,2496.68
98578,13339.09,0
62090.01,44026.85,5796.55
108061.8,3850.14,0
111905.6,0,0
111905.31,0,0
107795.57,0,4096.5
111890.89,0,0
106817.32,3928.53,1142.93
111386.89,0,500
109597.92,1111.14,1176.75
103680.96,2602.33,5602.33
111885.5,0,0
110444.8,1437.24,0
111872.2,0,0
111865.23,0,0
111863.2,0,0
111862.8,0,0
99790.86,1819,10252.68
111861.6,0,0
111860.6,0,0
101932.81,0,9926.64
110776.04,873.93,201.78
90036.16,3552.59,18259.36
111842.67,0,0
110836.81,0,1000
111833.44,0,0
98117.78,13712.58,0
78583.73,550.97,32693.53
111827.71,0,0
80222.56,18067.62,13537.35
99029.71,3993.11,8798.73
111820.5,0,0
92391.89,19275.27,151.34
111815.04,0,0
111811.01,0,0
111811.01,0,0
100948.43,1575.7,9277.71
111781.08,0,18.7
65358.24,39151.89,7287.62
91833.48,9785.67,10177.51
78582.09,32983.2,221.06
111781.08,0,0
111776.18,0,0
100982.28,8624.16,2168.42
111767.42,0,0
111767.38,0,0
111766.12,0,0
92834.42,18925.97,0
108828.96,0,2910
78400.24,32037.64,1300.94
102845.02,3754.73,5138.99
101639.41,0,10098.35
111732.5,0,0
94732.78,0,16995.2
92816.28,18908.4,0
110888.84,633.76,200
111719.04,0,0
111718.57,0,0
111718.36,0,0
111715.84,0,0
103328.97,7385.45,1000
111713.92,0,0
111713.92,0,0
101639.38,10068.65,0
111703.21,0,0
97827.6,0,13875
109196.92,2485.24,0
92521.41,19154.6,0
111673.65,0,0
101897.36,9773.77,0
111665.59,0,0
111664.64,0,0
111661.5,0,0
109631.81,2028.96,0
102829.35,8830.62,0
91729.24,10850.51,9075.82
94707.41,8624.16,8323.28
88100.16,15428.07,8122.38
111646.96,0,0
111643.1,0,0
111633.64,0,0
111633.63,0,0
111633.6,0,0
111633.6,0,0
111633.6,0,0
111633.6,0,0
111633.6,0,0
111633.6,0,0
111633.6,0,0
111633.6,0,0
110956.39,0,673.2
81158.09,29998.3,468.86
111624.83,0,0
103741.34,7726.79,151.85
81158.1,29218.68,1233.45
111607.25,0,0
111601.76,0,0
111596.81,0,0
111596.81,0,0
111596.8,0,0
111596.8,0,0
111595.18,0,0
105204.85,5529,860.89
111591.2,0,0
111582.15,0,0
111574.08,0,0
94241.6,995.3,16325.18
111060.5,0,500
90586.18,19212.19,1752.8
111550.41,0,0
100047.5,10160.79,1337.5
71649.93,36451.55,3435.37
107063.9,1618.25,2854.29
96995.6,12152.56,2380.39
111526.4,0,0
106297.6,0,5218.76
109457.79,2056.3,0
111506.6,0,0
79542.33,0,31959.43
93519.08,0,17980.29
58204.16,45542.36,7751.9
111497.07,0,0
111496.33,0,0
75406,32784.24,3283.45
111457.32,0,0
111250.42,203.6,0
109812.01,639.82,1000
111449.3,0,0
111448.42,0,0
111447.18,0,0
111439.81,0,0
111438.89,0,0
111436.18,0,0
111436.18,0,0
111436.17,0,0
93730.88,17702.46,0
101371.03,9133.2,917.29
87888.32,6436.92,17082.66
111402.88,0,0
108594.1,0,2805
111397.61,0,0
111393.28,0,0
77432.1,28875.37,5085.17
106030.1,5359.2,0
111385.28,0,0
102032.03,9348.38,0
109117.76,157.59,2101.2
107580.97,0,3789.67
96230.64,12510.44,2627.27
111367.68,0,0
97451.6,2497.97,11415.71
107040.34,3710.16,613.5
111360,0,0
111354.68,0,0
106977.92,463.5,3900
78104.32,736.82,32500
79959.77,0,31373.7
111328.16,0,0
111327.6,0,0
97314.43,211.09,13801
111325.77,0,0
111322.78,0,0
84285.12,16567.59,10468.13
95511.68,15808.16,0
101470.79,9352.02,494.82
111314.04,0,0
98512.7,8250,4550
59896.43,34619.17,16789.05
107063.31,0,4234.71
103889.78,6271.29,1134.6
108170.49,443.3,2680
111290.88,0,0
94624.05,7286.93,9378.93
64776.54,4869.44,41642.76
111276.02,0,0
111270.61,0,0
111270.6,0,0
111270.58,0,0
111270.56,0,0
105214.56,5320.92,733.7
78379.27,0,32877.23
53249.47,40020.32,17984.25
111241.44,0,0
91024.64,4743.52,15469.28
105619.03,5611.21,0
96653.7,8789.44,5778.05
108604.8,0,2616
109652.16,1562.77,0
97451.66,7783.3,5970.65
98907.06,12293.42,0
111183.66,0,0
111183.6,0,0
108556.8,0,2626.5
108681.33,0,2500
99217.25,9133.2,2825.65
111174.4,0,0
111174.4,0,0
108561.3,0,2613
108561.3,0,2613
111172.16,0,0
108556.81,0,2613
108556.8,0,2613
108556.8,0,2613
108556.8,0,2613
108556.8,0,2613
108556.8,0,2613
108550.05,0,2613
97307.42,13854.31,0
109449.01,1709.68,0
94217.58,16930.73,0
95503.76,14643.15,1000
111145.66,0,0
105779.52,4293.74,1068.54
111140.8,0,0
111140.8,0,0
111136.3,0,0
111129.6,0,0
99281.07,9000.19,2843.13
111120.48,0,0
109117.77,0,2000
52888.59,51867.78,6353.51
111106.1,0,0
111104.97,0,0
111104.96,0,0
111104.96,0,0
111104.96,0,0
111096.07,0,0
100268.42,8218.8,2604.6
109001,0,2090.4
111090.32,0,0
95511.68,13732.8,1839.2
106071.37,0,5010
96399.55,14681.33,0
111074.38,0,0
109322.3,731.1,999.96
108455.83,0,2597
110786.43,261.15,0
109772.54,1269.36,0
97429.5,12817.14,786.76
108697.54,420.24,1914.48
99477.31,10549.47,1000
96909.47,0,14109.25
104295.6,0,6719
107049.22,3710.16,250
59513.44,3036.4,48459.43
100602.2,7502.06,2900
92996.82,18004.59,0
110500.16,0,500
110999.09,0,0
106761.8,2442.09,1785.24
110988.8,0,0
87017.22,20818.67,3150
110985.78,0,0
110983.21,0,0
110983.2,0,0
100317.46,6944.27,3715.79
110976,0,0
110968.24,0,0
110819.59,0,146.83
108716.25,0,2250
109347.69,1604.93,0
110421.14,-350,875
110939.37,0,0
110939.36,0,0
110939.36,0,0
100918.27,10016.13,0
98448.98,0,12483.86
98571.88,9787.71,2572.94
107280.06,1254.24,2390.4
109316.8,0,1600
109906,0,1000
110904.05,0,0
110904.05,0,0
110904.04,0,0
110904.04,0,0
110904.04,0,0
110904.03,0,0
110904.02,0,0
110904.02,0,0
110904.01,0,0
110904.01,0,0
110904.01,0,0
110904.01,0,0
110904,0,0
77813.76,24709.78,8379.19
109164.8,630.84,1100.65
78582.1,32015.95,293.65
107774.72,0,3115.2
108697.11,0,2189.7
110884.19,0,0
96245.4,10082.4,4550
99252.01,11038.29,584.04
110868.72,0,0
85478.49,24093.3,1292.07
77179.52,0,33683.12
109662.51,0,1200
86210.79,24650.66,0
95497.73,5366.94,9992.98
87356.01,13195.84,10304.84
110856.59,0,0
110856.56,0,0
110854.31,0,0
110852.98,0,0
110850.56,0,0
110845.81,0,0
110342.72,0,500
110841.6,0,0
110841.6,0,0
108346.26,0,2495
110840.16,0,0
110836.86,0,0
110836.8,0,0
110836.8,0,0
110836.8,0,0
110836.48,0,0
109258.72,274.37,1300
110832.25,0,0
110805.55,0,0
110804,0,0
110800.98,0,0
109800.65,0,1000
52507.63,35052.2,23238
110296.84,0,500
110796.8,0,0
110552.17,206.84,33.08
109117.77,1667.83,0
110776,0,0
108878.5,1025.89,868.49
70546.22,34722.58,5500
109167.06,0,1600
78582.08,32062.52,116.75
110759.48,0,0
108561.3,0,2194.92
67331.15,36086.37,7334.2
108042.88,0,2708
78582.12,31544.9,623.27
106986.8,3759.52,0
93895.48,16849.4,0
108115.84,0,2613
107696.05,0,3030.67
100590.88,0,10132.96
