regular_wages,overtime_wages,other_wages
83802.9,0,0
83801.94,0,0
80453.19,0,3348.3
83801.46,0,0
81473.68,535.39,1790.72
78588.65,3830.23,1378.68
83794.84,0,0
81827.24,0,1967
81827.2,0,1967
81827.2,0,1967
81827.2,0,1967
81827.2,0,1967
81827.2,0,1967
81719.82,2074.28,0
73326.88,4997.5,5469.18
81408.56,2370.55,14.3
80287.15,400.58,3105.6
83712.6,79.7,0
82784.64,0,1000
82784.64,0,1000
78893.44,3729.09,1161.89
83782.4,0,0
69981.94,9415.02,4378.99
70748.58,13025.44,0
71729.42,12040.85,0
69342.36,11710.48,2717.13
81131.21,1261.03,1377.3
83768.3,0,0
83767.2,0,0
82323.31,693.49,747
83762.92,0,0
69965.88,10610.98,3180.59
83752.84,0,0
83750.4,0,0
75852,0,7898.05
79669.82,0,4075.7
78399.2,5343.86,0
83733.53,0,0
82286.24,1247.73,198.33
83731.85,0,0
83731.84,0,0
83731.84,0,0
83731.84,0,0
83731.84,0,0
83731.64,0,0
83728.29,0,0
83727.87,0,0
82905.59,820.74,0
83721.72,0,0
81729.78,1306.92,684.64
83720.4,0,0
81719.11,0,2000
63568.8,18482.37,1663.28
69289.93,14422.3,0
81581.61,666.42,1463.37
74561.84,8640.71,508.5
83710.72,0,0
83709.81,0,0
83613.44,94.13,0
83267.19,436.33,0
83701.18,0,0
83700.53,0,0
81644.99,1151.41,901.25
83695.2,0,0
79838.97,0,3855.14
83692.82,0,0
79171.76,2330.38,2181.95
81951.3,0,1731.52
56992.96,7053.08,19636.36
69512.64,14166.66,0
78934.56,4737.56,0
82286.2,0,1384.22
65147.6,6811.57,11710.43
76529.57,4259.07,2880.2
66914.45,0,16752.14
82666.25,0,1000
83664.88,0,0
83664.8,0,0
83664.8,0,0
79766.4,3888,10.13
65345.4,12441.77,5876.69
83662.29,0,0
78820.22,4840.27,0
57193.19,17047.14,9410.65
83650.86,0,0
69628.32,9061.89,4957.51
83642.91,0,0
76165.12,5477.73,1991
82357.12,1276.11,0
57732.25,24052.72,1845.5
83139.85,489.84,0
79766.4,3225.6,636.78
76800.58,6823.42,0
82951.37,0,670.8
83620.2,0,0
57042.6,24321.66,2253.2
83616.87,0,0
83616.82,0,0
83616.82,0,0
83616.82,0,0
83616.82,0,0
83613.45,0,0
83613.45,0,0
83613.44,0,0
83613.44,0,0
83613.44,0,0
83613.44,0,0
83613.44,0,0
83613.44,0,0
79773,0,3840
81531.08,2081.46,0
83612.18,0,0
82311.04,0,1300
82432.8,0,1177.8
78496.03,1410.7,3703.32
71288.88,8693.44,3626.22
81158.08,2446.76,0
83604.58,0,0
83604.48,0,0
83102.88,0,500
83597.99,0,0
80495.68,3102.06,0
82714.26,631.82,250
83093.51,0,500
79253.86,0,4334.64
81750.84,836.81,1000
75343.22,0,8242.22
80638.91,2573.45,371.85
68979.12,7543.35,7060.5
83081.3,0,500
83579.16,0,0
71207.94,5319.73,7051.01
81228.56,0,2350
83573.76,0,0
83568.02,0,0
83376.64,0,191.1
70584.96,11977.96,1000
81537.28,0,2024
82551.22,0,1000
83551.09,0,0
83551.06,0,0
83551.05,0,0
83551.05,0,0
83551.05,0,0
83551.05,0,0
83551.04,0,0
83551.04,0,0
77718.6,2957.02,2873.84
58786.44,23419.15,1341.32
79971.6,0,3573.6
83542.94,0,0
83376.69,162.28,0
83537.12,0,0
83535.6,0,0
83533.8,0,0
83531.04,0,0
83530.44,0,0
80831.41,0,2697
83527.05,0,0
83527.04,0,0
78893.44,4626.71,0
76928.05,6590.2,0
81158.08,2299.08,57.39
81158.08,0,2356.33
79036.82,4469.67,0
83503.11,0,0
83502.96,0,0
76865.1,4233.15,2404.62
83501.83,0,0
83501.8,0,0
83501.8,0,0
83501.6,0,0
83498.42,0,0
82075.42,1422.36,0
83495.11,0,0
83495.04,0,0
83495.04,0,0
83495.04,0,0
83495.04,0,0
78448.76,2803.54,2238.89
83376.64,112.95,0
83488.14,0,0
83486.24,0,0
74671.26,7195.71,1616.1
83479.01,0,0
78855.46,3446.46,1167.89
83469.66,0,0
75552.73,5948.26,1966.65
79245.7,1577.08,2643.87
83463.39,0,0
81590.26,1870.4,0
82420.67,956,80
83456.4,0,0
81502.72,1953.16,0
67067.97,15927.46,459.88
82955.6,447.28,48.1
83447.84,0,0
83447.46,0,0
82728.75,717.46,0
59621.32,20982.69,2841.34
80202.32,0,3240
82282.8,1158.82,0
83439.76,0,0
82666.24,773.28,0
52586.88,0,30849.93
70507.4,9727.8,3199.24
83433.81,0,0
82429.48,0,1000
70584.96,0,12844.44
80423.63,0,3005.07
79773,3628.8,25.31
83424.02,0,0
82023.68,0,1400
76137.25,0,7284.19
72200.53,10979.74,239.68
79286.02,1819,2312.54
81158.13,2256.3,0
80033.99,199.96,3175
83408.48,0,0
56334.72,27071.07,0
83376.91,0,27.02
80834.39,2540.52,28.7
83402.4,0,0
81827.2,0,1573.6
69431.57,0,13966.81
70944.73,10107.48,2345.7
83265.88,131.46,0
81896.7,0,1500
83369.28,20.41,0
66295.6,15996.75,1097.28
83388.28,0,0
78392.53,3992.86,1000
81423.37,0,1961
83383.4,0,0
79981.44,2399.22,1000
80932.64,0,2448
83380.02,0,0
72206,9741.48,1431.59
83378.88,0,0
83378.06,0,0
83377.56,0,0
83376.67,0,0
83376.65,0,0
83376.65,0,0
83376.64,0,0
83376.64,0,0
83376.64,0,0
83376.64,0,0
83376.64,0,0
83376.64,0,0
83376.64,0,0
83376.64,0,0
83046.33,320.96,8.98
82548.22,326.56,500
83373.26,0,0
58070.29,16540.83,8757.57
65828.8,17538.01,0
83360.76,0,0
83360.34,0,0
83359.04,0,0
81236.4,1819,300
63568.8,19096.36,688.5
69483.18,12323.27,1546.05
77684.08,5665.19,0
71890.61,10166.86,1290.25
82516.8,409.08,421.28
78996.62,0,4350
79949.13,-50,3443.17
82192.64,147.53,1000
81537.28,1798.8,0
69484.16,10851.41,2999.19
83329.66,0,0
80845.52,1544,937.14
83326.15,0,0
83323.85,0,0
71262,11997.18,60
81576.89,0,1733.96
80950.41,2358.04,0
82274.77,29.71,1001.69
83304.67,0,0
83304.65,0,0
77700.16,0,5600
82746.11,553.44,0
69611.31,6457.45,7230.18
83297.3,0,0
83297.28,0,0
83297.28,0,0
73600.34,9260.32,433.17
83258.26,29.51,0
81287.04,0,2000
83258.24,0,28.61
82786.56,0,500
83286.14,0,0
82784.66,0,500
78893.44,4386.04,0
83279.36,0,0
80401.94,0,2872.49
73651.72,403.35,9215.88
77548.44,5721.27,0
80925.1,2182.45,161.73
83267.5,0,0
83237.36,29.68,0
83261.63,5.31,0
82863.6,401.2,0
82651.05,132.93,480
58204.16,23400.69,1656.32
83258.35,0,0
83258.3,0,0
83258.28,0,0
83258.27,0,0
83258.25,0,0
83258.25,0,0
83258.24,0,0
83258.24,0,0
83258.24,0,0
83258.24,0,0
83258.08,0,0
83257.76,0,0
60809.76,22444.23,0
80845.57,2321.37,82.16
76255.68,6993.26,0
83248.92,0,0
70762.15,8986.63,3500
83248.1,0,0
14128.17,0,69119.1
81158.08,2086.31,0
75668.86,5000.18,2572.31
80845.52,312.56,2080.52
81214.08,311.68,1700
79160.3,3568.61,492.44
83219.2,0,0
83217.72,0,0
78611.01,657.47,3944.82
83210.27,0,0
83206.32,0,0
64798.81,14449.32,3957.76
82951.45,0,250
83200.42,0,0
83200,0,0
83200,0,0
81144.67,1977.92,75.97
83196.16,0,0
83195.84,0,0
80504,2689.83,0
83021.45,0,171.6
82192.65,0,1000
82192.64,0,1000
81144.64,214.49,1830.72
83041.49,147.53,0
81528.38,0,1660
81220.04,393.4,1573.6
83180.4,0,0
77178.19,0,6000
82279.39,119.07,779.37
59744.16,21430.3,2000
82282.78,891.23,0
82551.8,621.06,0
83029.88,142.49,0
82665.29,0,506.69
80727.42,0,2444.5
81158.08,0,2013.59
62108.35,17253.22,3806.65
79845.12,3321.34,0
78582.13,3578.67,1000
83160.49,0,0
83160.16,0,0
83157.12,0,0
80189.28,393.4,2573.6
83007.85,147.41,0
82748.65,405.3,0
65219.69,16653.65,1279.2
83149.7,0,0
69319.68,0,13828.69
79695.12,0,3450
83143.22,0,0
83143.04,0,0
83141.6,0,0
83139.85,0,0
83139.84,0,0
83139.84,0,0
83139.84,0,0
83139.84,0,0
83139.84,0,0
83139.84,0,0
83139.84,0,0
83139.84,0,0
83139.84,0,0
80637.52,0,2500
83136.52,0,0
77098.09,5779.29,257.06
80628.81,0,2500
64177.7,18950.25,0
82004.8,1121.39,0
82199.42,925.64,0
81665.6,951.28,508
80845.55,430.32,1843.88
83118.08,0,0
83116.55,0,0
77502.58,0,5610.92
83111.08,0,0
83111.08,0,0
83111.08,0,0
83111.08,0,0
80984.32,0,2125
67766.72,12904.5,2437.41
83102.12,0,0
80921.56,0,2179.5
62157.98,20733.52,204.54
83074.72,16.36,0
83089.01,0,0
81837.44,0,1250
83085.62,0,0
81094.4,0,1988
83082.26,0,0
83082.25,0,0
83021.44,0,60
83079.4,0,0
77788,2580.9,2706.29
70431.82,12642.05,0
77824,5248.03,0
83071.54,0,0
83068.32,0,0
82654.4,408.2,0
77265.72,2579.81,3216.4
79328.64,2729.59,1000
83054.56,0,0
59069.62,11139.04,12841.66
83049.62,0,0
81693.12,900.32,455.08
82547.85,0,500
83047.45,0,0
82745.3,0,301
83043.84,0,0
81164.82,1875.36,0
82279.38,0,752.55
81158.08,0.55,1872
79574.4,0,3456
83013.23,14.75,0
83026.64,0,0
83026.09,0,0
83025.31,0,0
83024.83,0,0
83024.04,0,0
83021.45,0,0
83021.45,0,0
83021.44,0,0
83021.44,0,0
83021.44,0,0
83021.44,0,0
83021.44,0,0
83021.44,0,0
83021.44,0,0
75040.36,7978.84,0
57026.91,22860.23,3132.02
81719.04,0,1300
80960.64,2050.92,0
53247.79,19847.08,9916.42
83010.94,0,0
70724.42,6601.02,5677.56
80260.15,2739.96,0
80730.96,0,2268.82
82997.25,0,0
81158.08,1812.08,24.2
77138.8,5855.25,0
60479.12,17923.7,4591.13
82992,0,0
82992,0,0
82992,0,0
81394.57,0,1596.4
82989.64,0,0
82986.4,0,0
82985.29,0,0
81076,1907.99,0
82982.89,0,0
82981.46,0,0
82981.25,0,0
82978.33,0,0
82286.32,683.27,8.44
70584.96,12026.7,365.08
82971.06,0,0
82971.05,0,0
82470.75,0,500
82279.42,0,690.75
82969.43,0,0
80528.85,0,2439.5
75302.08,4408.64,3254
70036.64,6193.56,6732.66
78509.52,3638,814.86
82949.55,0,2.25
82630.13,315.91,0
73914.2,7276,1751.34
78104.32,1128,3700
80884.68,157.36,1889.68
81708.92,221.29,1000
82429.44,0,500
82928.24,0,0
82926.38,0,0
82924.99,0,0
82924.42,0,0
78893.44,4030.84,0
73862.22,9034.92,27
81719.19,0,1200
78714.33,2297.79,1903.32
74728.76,8185.5,0
81042.78,1870.4,0
60370.36,14654.88,7887.56
70647.36,7041.06,5220.8
82908.48,0,0
82903.04,5.11,0
82907.41,0,0
82655.76,87.24,163.28
53060.58,20233.75,9610.97
64867.2,12265.9,5770.92
82882.69,20.41,0
82903.05,0,0
82903.05,0,0
82903.05,0,0
82903.04,0,0
82903.04,0,0
82903.04,0,0
82903.04,0,0
82903.04,0,0
81131.21,1753.46,15.76
68443.32,2566.63,11889.85
82897.97,0,0
81158.08,0,1739.25
73596.53,3489.86,5810.52
82896.28,0,0
63719.63,13803.8,5370.12
82182.76,710.75,0
82279.42,594.15,16.89
81494.83,393.4,1000
80321.06,2566.63,0
77282.69,4338.78,1262.22
82883.12,0,0
81616.01,1263.45,0
78582.09,4123.35,172.44
82877.78,0,0
80929.28,0,1948
80929.28,0,1948
78090.8,1110.9,3675
69833.96,12220.95,820.87
82874.51,0,0
79206.02,2986.83,681.08
80368.71,0,2500
82863.26,0,0
82174.35,688.33,0
80179.52,0,2682.18
80179.52,0,2682.18
80179.52,0,2682.18
80179.52,0,2682.18
80179.52,0,2682.18
80179.52,0,2682.18
82861.56,0,0
82857.48,0,0
77256.99,5599.84,0
82264.53,0,591.06
77371.75,413.6,5070.02
82279.4,564.45,10.13
77138.8,0,5710.81
82849.03,0,0
63803.36,12294.09,6749.66
82075.46,770.46,0
81844.25,0,1000
82844.22,0,0
80845.53,341.86,1656
81837.44,0,1000
76867.96,0,5969.44
82836.48,0,0
82608.16,0,227.68
82793.66,41.98,0
62429.76,12488.27,7913.26
81036.79,0,1794.5
82745.04,80.85,0
78808.57,2423.3,1593.64
71262.03,9956.18,1605.45
69249.79,9799.98,3773.55
82586.46,236.04,0
82232.32,589.61,0
55357.54,18787.71,8671.51
74671.18,8142.68,0
82813.2,0,0
69326.55,13235.88,250
79279.81,3532.14,0
68729.28,11946.81,2133.57
80307.84,0,2500
71205.16,11371.09,225.84
78069.2,615.21,4117.6
42211.14,38110.29,2479.21
82784.7,15.34,0
82798.69,0,0
82796.49,0,0
76166.05,5630.4,1000
65794.7,11493.68,5504.65
82788.02,0,0
82784.66,0,0
82784.65,0,0
82784.65,0,0
82784.64,0,0
82784.64,0,0
82784.64,0,0
82784.64,0,0
82784.64,0,0
82784.64,0,0
62463.53,19956.47,364.51
80613.76,0,2166.66
71658.57,10420.79,694.78
76918.63,2831.1,3022
74557.12,6097.03,2115.57
75050.17,4464.74,3248.23
71678.14,7291.28,3789.6
79872.67,2843.91,41.84
82753.28,0,0
81297.44,918.6,534.89
82547.84,0,202.8
70743.04,11356.98,647.96
73290.44,8438.92,1016.68
77068.51,5603.58,73.42
82553.21,190.79,0
82742.98,0,0
76941.44,0,5798.1
78361.48,4377.52,0
80701.14,0,2034.25
60242.72,18981.63,3510.47
76272.31,3638,2819
80640.93,1756.8,330.32
68967.03,2998.95,10761.02
82726.2,0,0
81688.04,35.92,1000
82192.68,516.34,14
82722.27,0,0
79595.32,3069.72,55.7
81719.04,0,1000
47458.98,21065.33,14190
81709.44,0,1000
72770.88,0,9933.18
82702.72,0,0
79773.01,2908.8,20
82700.81,0,0
79120,2548.8,1030.51
81383.52,990.27,325
60302.22,14451.17,7945.2
82279.37,415.91,0
82279.36,415.91,0
82692.58,0,0
82691.66,0,0
70805.76,11784.45,99.32
82282.83,0,405.25
82187.91,0,500
72548.16,3071.85,7067.75
81158.1,1499.11,30.39
78588.6,0,4097.41
82684.37,0,0
82683.27,0,0
82683.07,0,0
77362.72,3483.88,1835.52
79361.63,675.11,2645.03
76526.09,0,6154.76
82680.64,0,0
82679.81,0,0
82678.09,0,0
76875.21,0,5802.34
77509.79,0,5163
81158.1,1406.52,107.57
80128.98,0,2542.1
82547.84,122.46,0
82669.63,0,0
82669.62,0,0
82667.39,0,0
79766.4,2817.45,82.74
81566.3,0,1100
82666.25,0,0
82666.24,0,0
82666.24,0,0
82666.24,0,0
82666.24,0,0
82666.24,0,0
82666.24,0,0
80712.92,78.68,1872
78530.53,2396.43,1736.01
80992.54,0,1669.11
47565.12,0,35095
82659.24,0,0
70587.88,11924.86,144.99
82655.78,0,0
69899.3,6862.35,5893.7
81131.24,1523.73,0
82651.68,0,0
80845.53,1799.25,0
82643.38,0,0
82286.24,356.49,0
82640,0,0
82637.16,0,0
77021.76,2103.8,3508.2
80401.94,0,2229.98
82631.68,0,0
82631.12,0,0
81026.01,604.8,1000
82630.8,0,0
66448.88,15767.08,414.31
80750.16,1606.32,273
76393.11,2434.72,3800
82625.28,0,0
79941.29,2681.5,0
74631.55,5855.66,2132.64
82619.2,0,0
81158.1,1347.92,108
82547.84,65.89,0
81613.49,0,1000
81613.48,0,1000
76393.11,4869.44,1350
82606.8,0,0
74169.15,5933.37,2500
74909.16,189.68,7502.56
80655.06,0,1942.5
77138.71,286.26,5171.93
77678.08,4918.41,0
63910.73,14217.02,4463.85
76159.9,5452.76,977.11
60410.7,18057.73,4120.54
78194.4,1788.86,2602.99
82583.97,0,0
82581.94,0,0
82282.79,0,293
81144.65,1408.7,21.55
82573.54,0,0
81594.88,972.68,0
81857.36,0,709.92
82090.36,452.41,23.73
81158.08,1406.52,0
64456.88,11455.69,6651.53
74088.17,8472.18,0
65209.38,10419.24,6931.06
76255.74,6295.77,0
80090.29,0,2460
82548.65,0,0
80179.58,0,2368.98
82547.85,0,0
82547.84,0,0
82547.84,0,0
82547.84,0,0
45765.54,34426.05,2353.58
82542.06,0,0
76546.59,0,5991.44
81131.24,1406.52,0
80936,0,1600
81158.08,0,1377
79766.4,913.94,1853.63
78456.23,4055.34,21.96
82530.68,0,0
80929.28,0,1600
82527.36,0,0
81863.38,647.02,14.63
79766.4,460.8,2296.15
55877.88,22520.82,4121.47
78620.81,3437.91,460.89
82516.8,0,0
79760.19,2106.18,650
82274.25,0,241.75
77032.71,1224.27,4258.37
62446.16,11752.24,8316.86
78104.32,2904.6,1504
80371.84,2139.84,0
82507.04,0,0
78588.6,2885.21,1032.06
67734.08,0,14765.92
82287.24,211.73,0
78748.27,2750.13,1000
82497.62,0,0
78893.44,2601.64,1000
75267.2,3825.89,3400.89
71090.99,10783.95,616.53
82279.49,207.95,0
81809.61,0,677
78231.83,4187.45,60.75
73706.43,4317.99,4454.31
76137.24,854.02,5485.98
70993.16,10783.95,700
80179.59,0,2296.08
82473.26,0,0
82470.76,0,0
72184.16,5011.78,5271
82464,0,0
82459.7,0,0
81827.2,0,629.44
81846.02,0,609.88
81452.66,0,1000
82450.37,0,0
81998.67,441.95,8.78
59758.07,19924.8,2764.62
58757.75,22997.36,689.11
62131.25,19058.9,1251.67
77439.84,0,5000
76669.48,4349.44,1416.13
82073.7,0,359.28
55713.87,0,26719.04
82432.82,0,0
82432.82,0,0
82432.82,0,0
82432.82,0,0
82430.25,0,0
82429.7,0,0
82429.47,0,0
82429.45,0,0
82429.44,0,0
82429.44,0,0
82429.44,0,0
82429.44,0,0
82429.44,0,0
77750.79,2209.53,2468.65
82427.53,0,0
81417.84,0,1005.2
69582.4,12726.63,111.39
82081.02,338.85,0
82419.3,0,0
81342.25,40.53,1035.94
77578.08,4838.68,0
82415.04,0,0
82415.04,0,0
81914.91,0,500
80845.53,1562.61,5.06
81994.95,416.27,0
64823.02,0,17582.01
80926,1476.59,0
78065.96,1832.05,2500
82397.98,0,0
81395.9,0,1000
74193.84,7311.5,889.9
81394.6,0,1000
79565.4,1314.24,1514.64
78296.44,0,4097.3
76047.76,4607.64,1737.08
62601.97,13936.31,5854.14
81158.09,986.33,247
79592.99,0,2798
82279.47,0,111.39
82388.48,0,0
82388.48,0,0
72952.26,2551.4,6881.6
82145.12,234.84,0
79381.74,0,2996.92
79766.4,110.25,2500
71355.08,1819,9201.11
66289.92,15650.23,429.64
82279.36,89.12,0
82368,0,0
63154.94,10991.94,8219.9
78582.1,0,3783
82132.06,77,150
81104.01,0,1250
80601.05,1664,87.79
80416,0,1936
82351.98,0,0
82286.28,0,64.13
82330.68,0,18.57
81911.59,0,437.42
82347.88,0,0
77416.05,4126.46,805.06
82339.79,0,0
82338.48,0,0
71514.81,10080.72,740.87
82333.84,0,0
82286.25,0,47.26
81332.4,0,1000
82332.05,0,0
76462.82,535.64,5328.33
82326.45,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
82326.4,0,0
78896.72,2421.23,1005.85
82267.43,0,56.2
82323.2,0,0
82323.12,0,0
82286.25,0,35.44
81719.04,491.75,110.84
82279.4,0,40.25
82317.8,0,0
82314.46,0,0
82314.42,0,0
82282.81,0,31.05
82286.22,0,25.32
82311.08,0,0
82311.04,0,0
82311.04,0,0
82311.04,0,0
82311.04,0,0
82279.4,0,30.38
82305.95,0,0
82305.24,0,0
82279.42,0,24.75
82286.34,0,16.88
80365.79,0,1935.5
81446.1,345.6,507.6
82282.79,0,16.1
77753.09,1219.39,3325
82286.28,0,10.75
79766.4,28.8,2500
81724.92,0,569.19
82293.44,0,0
82282.91,0,10.13
82282.8,0,6.75
82286.2,0,1.13
82286.24,0,0.84
82286.28,0,0
82286.26,0,0
82286.21,0,0
82286.2,0,0
82286.2,0,0
82279.43,0,6.75
11523.44,727.82,70034.77
82282.8,0,0
80307.84,1973.39,0
80499.77,0,1780.77
62000.54,19980.16,299.54
64590.72,897.77,16791.16
82279.44,0,0
82279.42,0,0
82279.4,0,0
82279.4,0,0
82279.39,0,0
82279.38,0,0
67983.79,11701.72,2592.36
81035.52,935.04,300
79850.46,2419.4,0
81719.05,550.76,0
82269.1,0,0
80135.29,1987.5,145.95
82266.88,0,0
70584.99,3552.19,8127.6
55001.1,16085.94,11177
71735.71,6622.74,3905.16
74352.06,5845.29,2065.1
63443.76,18345.33,470.27
80307.86,1022.77,927.84
82256.8,0,0
82255.7,0,0
80767.41,1474.71,8.62
65784.81,13639.82,2823.85
82236.65,0,9
82244.67,0,0
82244.67,0,0
82244.16,0,0
81896.04,0,346.25
76255.69,5983.73,0
79154.4,3045.98,37.13
69575.53,7757.71,4900.74
79584,2649.6,0
64970.48,12658.42,4604.27
78585.35,3644.17,0
80845.52,752.59,631.17
78855.46,3367.79,0
81395.84,826.4,0
66825.06,13356.87,2038.54
82180.45,29.71,8.44
78287.69,2929.7,1000
82193.04,0,23.63
79098.24,1031.94,2083.57
81691.68,520.44,0
82211.32,0,0
82211.17,0,0
78136.83,536.69,3537.54
79208.39,0,3000
82206.73,0,0
76255.68,5947.03,0
81200.19,0,1000
81837.49,362.33,0
69245.6,5235.31,7718.77
82196.03,0,0
82196.02,0,0
82196.02,0,0
82196.02,0,0
78588.66,3376.35,230.31
82194.33,0,0
75030.08,6162.7,1000
82192.64,0,0
82192.64,0,0
82192.64,0,0
82192.64,0,0
63498.29,0,18692.49
82188.01,0,0
82048.2,15.94,121.02
82182.54,0,0
82182.54,0,0
82182.54,0,0
82182.24,0,0
81181.53,0,1000
67536.64,14644.87,0
81931.23,0,250
82180.81,0,0
82180.8,0,0
81178.25,0,1000
81178.24,0,1000
81178.24,0,1000
70964.37,84.62,11127.53
82166.11,9.96,0
81075.7,0,1100
82173.44,0,0
82172.48,0,0
77005.9,5031.31,135.01
64238.56,16548.56,1383.26
78870.01,0,3300
82101.05,60.18,0
81158.08,0,1000
78765.2,3388.75,0
81722.52,428.61,0
75619.09,3854.03,2673.95
81089.14,792.17,261.36
82142.36,0,0
81896.06,0,246.01
77569.43,3948.9,623.62
79108.64,2488.12,543.99
78640.7,0,3500
77670.36,1099.52,3366.07
81158.08,977.28,0
78058.9,3316.33,759.54
82134.4,0,0
82127.85,0,0
57980,19772.54,4372.1
80623.7,103.51,1393.09
80978.37,0,1141.44
81144.66,917.76,56.28
82118.4,0,0
82118.1,0,0
69769.44,11162.37,1183.79
82074.4,39.28,0
81613.44,0,500
79898.65,2214.74,0
81158.12,899,51.77
70056.12,6729.32,5321.16
81144.65,0,958.68
58593.77,19985.13,3519.62
80497.92,0,1600
69665.02,9212.22,3218.06
76078.13,0,6015.82
78893.44,0,3200
80307.87,1784.59,0
78287.68,0,3800
82087.68,0,0
80260.15,1826.64,0
78588.6,2472.35,1021.94
82082.12,0,0
82080,0,0
82077.62,0,0
81158.08,918.36,0
82075.93,0,0
82075.42,0,0
82074.24,0,0
82074.24,0,0
82074.24,0,0
82074.24,0,0
80767.24,0,1306.15
81072.72,0,1000
82072.46,0,0
81069.44,0,1000
82067.48,0,0
81287.04,767.86,9.75
78893.44,3168.92,0
79937.66,2122.74,0
82059.66,0,0
81903.76,155.84,0
71782.32,6571.27,3701.9
13941.81,0,68113.24
79643.39,2410.81,0
76651.02,5402.29,0
71370.2,841.44,9837.06
68660.6,6571.6,6812.43
72183.32,9860.27,0
79197.28,1291.32,1550.4
80858.4,1180.2,0
59779.52,20070.81,2188.02
81732.65,0,303.73
82036.04,0,0
58030.1,18687.87,5316.53
81033.71,0,1000
78900,3133.35,0
77677.6,3011.31,1340.89
82027.52,0,0
81105.03,921.6,0
82026.45,0,0
71732.16,7793.42,2500
82025.36,0,0
82024.05,0,0
82023.68,0,0
82021.85,0,0
80199.04,0,1820
81401.83,0,608.14
78582.13,3403.75,20.26
81504.64,0,500
76255.68,5745.13,0
81499.55,0,500
78588.76,0,3408.8
76124.37,0,5872.08
77491.71,0,4500
81848.57,137.77,0
80753.53,0,1231.43
76526.09,5457,0
80817.71,581.95,583.4
77576.56,4400.64,0
81976.81,0,0
73100.33,2433.45,6442
80113.3,1862.01,0
78651.56,1899.78,1420.65
79088.32,0,2882.99
81970.32,0,0
61590.94,17243.65,3135
81965.05,0,0
81959.22,0,0
81959.22,0,0
81959.22,0,0
81959.12,0,0
81957.54,0,0
81957.3,0,0
81956.48,0,0
81955.85,0,0
81955.85,0,0
81955.84,0,0
80706.12,0,1246.77
77832.16,1258.49,2861.77
81507.92,442.59,0
64339.2,11643.53,5967.58
78291.2,3658.83,0
64448.5,13476.55,4023.05
62728.02,13121.92,6096.01
81364.48,579.38,0
68803.59,11639,1500
80938.24,0,1000
79862.08,867.97,1206.51
62309.2,11008.57,8618.5
81719.04,216.37,0
78062.72,3794.8,72
81923.71,0,0
77710.56,0,4204.46
81414.76,0,500
81911.14,0,0
60121.54,19428.48,2360.4
81902.08,0,0
80117.93,0,1783.13
79837.94,56.97,2000
55855.44,23288.38,2750.97
80894.08,0,1000
78411.6,0,3480
76255.74,4625.02,1000
79879.26,0,2000
81575.92,0,302.51
81877.26,0,0
78226.65,3117.04,515.66
81857.93,0,0
77839.21,1784.89,2233.69
79791.62,144.15,1922
81719.04,137.69,0
81853.92,0,0
81852.5,0,0
59303.95,17636.47,4911.94
70489.12,10282.21,1080.88
80851.84,0,1000
79548.76,909.5,1391.79
62474.24,12409.88,6963.69
73715.2,6956.74,1174.38
78457.29,3259.02,130
81846.14,0,0
81844.2,0,0
58961.17,15013.98,7868.75
78842.58,0,3000
79917.51,0,1925
64423.36,17069.42,349.47
81840.82,0,0
81840.59,0,0
81837.48,0,0
81837.47,0,0
81837.45,0,0
81837.45,0,0
81837.44,0,0
81837.44,0,0
81837.44,0,0
81837.44,0,0
81837.44,0,0
81837.44,0,0
81837.44,0,0
81837.44,0,0
81837.44,0,0
59373.76,15789.73,6672.38
71472,5790.72,4567.94
79542.72,155.84,2131.05
81827.33,0,0
81827.33,0,0
81827.27,0,0
81827.25,0,0
81827.25,0,0
81827.21,0,0
81827.21,0,0
81827.21,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
81827.2,0,0
63563.52,15759.56,2500
79574.4,2246.4,0
71253.28,10255.65,307.84
78893.44,1785.06,1136.88
80332.81,1481.65,0
71280.66,10530.47,0
81808.64,0,0
81807.54,0,0
80857.78,945.88,0
81803.2,0,0
81662.24,140.92,0
71207.62,4834.27,5760.83
78893.44,1908.5,1000
78509.76,3206.12,81.35
74488.3,7000.48,306.01
74217.84,4228.76,3347.97
60304.5,12813.02,8673.66
58697.28,18604.44,4488.87
81438.74,0,350
79602.66,2182.8,0
65576.56,13655.17,2553.13
79872.64,911.53,1000
78145.19,3638,0
81779.19,0,0
81778.24,0,0
78051.27,531.72,3193.29
75962.73,493.74,5317.68
81145.27,517.69,110.84
81158.08,615.35,0
75050.6,5771.8,949.65
81771.48,0,0
73792.8,1503.82,6474.5
81769.78,0,0
